"beta-forest:step-length:summer:female","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-forest:distance-to-road","2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,,"2.881E-5",,,
"beta-slope:summer","-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,,"-0.009514",,,
"beta-forest:step-length","0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,,"0.5917",,,
"beta-forest:distance-to-road","2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,,"2.366E-5",,,
"se-slope:winter","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-distance-from-release","0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,,"0.01676",,,
"beta-distance-to-road:turning-angle","5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,,"5.199E-5",,,
"beta-artificial","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"beta-forest:step-length:winter:male","-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,,"-0.03215",,,
"beta-wetlands:step-length","-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,
"beta-agricultural:step-length:summer:female","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"beta-wetlands:step-length:winter:female","-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,
"pen-down?","false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,,"false",,,
"beta-agricultural:step-length:winter:male","0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,,"0.1182",,,
"se-artificial:distance-to-road","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"beta-wetlands","-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,
"se-agricultural:step-length:summer:female","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-wetlands:step-length:winter:male","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-distance-to-road:summer","4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,,"4.557E-5",,,
"se-wetlands:step-length:summer:female","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"annual-birth-prob","0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,,"0.65",,,
"beta-distance-from-release","-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,,"-0.487",,,
"beta-forest:turning-angle","0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,,"0.1875",,,
"beta-artificial:turning-angle","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-forest:step-length:winter:female","0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,,"0.01858",,,
"se-wetlands:step-length","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-wetlands","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"beta-wetlands:step-length:winter:male","-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,
"se-bare:step-length:summer:female","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-distance-to-road:winter","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"beta-bare:turning-angle","0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,,"0.7975",,,
"beta-agricultural","0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,,"0.3253",,,
"beta-agricultural:step-length","0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,,"0.6001",,,
"se-artificial:step-length:winter:female","0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,,"0.1196",,,
"se-bare:step-length","0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,,"0.1131",,,
"se-slope:step-length","8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,,"8.122E-4",,,
"beta-forest:step-length:winter:female","0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,,"0.00679",,,
"se-agricultural:step-length:winter:male","0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,,"0.08206",,,
"beta-agricultural:turning-angle","-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,,"-0.1254",,,
"beta-scrub:turning-angle","0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,,"0.2917",,,
"se-step-length","0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,,"0.1107",,,
"beta-turning-angle","-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,,"-2.262",,,
"beta-agricultural:step-length:winter:female","0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,,"0.101",,,
"beta-distance-to-road:winter","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-artificial:turning-angle","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"beta-agricultural:step-length:summer:male","0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,,"0.2533",,,
"se-wetlands:turning-angle","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-forest:step-length","0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,,"0.1103",,,
"se-distance-to-road","4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,,"4.368E-5",,,
"se-scrub:step-length:summer:male","0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,,"0.03102",,,
"se-scrub","0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,,"0.1004",,,
"beta-wetlands:distance-to-road","-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,,"-1.0E27",,,
"se-bare:distance-to-road","2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,,"2.92E-5",,,
"beta-scrub:distance-to-road","2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,,"2.56E-5",,,
"beta-scrub","0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,,"0.3444",,,
"se-wetlands:step-length:winter:female","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-artificial:step-length:winter:male","0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,,"0.1632",,,
"beta-distance-to-road","-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,,"-3.16E-4",,,
"se-agricultural:turning-angle","0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,,"0.1084",,,
"se-artificial","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"beta-artificial:step-length:summer:male","0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,,"0.5016",,,
"beta-scrub:step-length:summer:female","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
"se-slope","0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,,"0.001808",,,
