"beta-wetlands","-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",
"se-distance-to-road:summer","4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",,"4.497E-5",
"se-agricultural:step-length:female:winter","0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",,"0.0489",
"beta-agricultural:step-length:male:winter","0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",,"0.08535",
"beta-wetlands:step-length:female:summer","-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",
"beta-forest:turning-angle","0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",,"0.09563",
"beta-artificial:turning-angle","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"se-wetlands:step-length","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"se-wetlands","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"se-distance-to-road:winter","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"se-scrub:step-length:male:winter","0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",,"0.03352",
"beta-wetlands:step-length:male:winter","-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",,"-1.0E27",
"beta-bare:turning-angle","0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",,"0.7063",
"se-forest:step-length:female:summer","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"beta-artificial:step-length:female:winter","0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",,"0.3082",
"beta-agricultural","0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",,"0.3454",
"beta-agricultural:step-length","0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",,"0.5887",
"se-bare:step-length","0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",,"0.1104",
"se-slope:step-length","8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",,"8.072E-4",
"beta-agricultural:turning-angle","-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",,"-0.2168",
